name,symbol,exchange,currency,price
크라우드웍스,355390.KQ,KOSDAQ,KRW,-
시큐레터,418250.KQ,KOSDAQ,KRW,-
스마트레이더시스템,424960.KQ,KOSDAQ,KRW,-
캔버스엔,210120.KQ,KOSDAQ,KRW,-
코츠테크놀로지,448710.KQ,KOSDAQ,KRW,-
큐리옥스바이오시스템즈,445680.KQ,KOSDAQ,KRW,-
파두,440110.KQ,KOSDAQ,KRW,-
엠아이큐브솔루션,373170.KQ,KOSDAQ,KRW,-
시지트로닉스,429270.KQ,KOSDAQ,KRW,-
에이엘티,172670.KQ,KOSDAQ,KRW,-
파로스아이바이오,388870.KQ,KOSDAQ,KRW,-
버넥트,438700.KQ,KOSDAQ,KRW,-
뷰티스킨,406820.KQ,KOSDAQ,KRW,-
와이랩,432430.KQ,KOSDAQ,KRW,-
센서뷰,321370.KQ,KOSDAQ,KRW,-
필에너지,378340.KQ,KOSDAQ,KRW,-
이노시뮬레이션,274400.KQ,KOSDAQ,KRW,-
알멕,354320.KQ,KOSDAQ,KRW,-
오픈놀,440320.KQ,KOSDAQ,KRW,-
아이티센피엔에스,232830.KQ,KOSDAQ,KRW,-
엔에이치스팩29호,451700.KQ,KOSDAQ,KRW,-
프로티아,303360.KQ,KOSDAQ,KRW,-
큐라티스,348080.KQ,KOSDAQ,KRW,-
마녀공장,439090.KQ,KOSDAQ,KRW,-
나라셀라,405920.KQ,KOSDAQ,KRW,-
진영,285800.KQ,KOSDAQ,KRW,-
기가비스,420770.KQ,KOSDAQ,KRW,-
팸텍,271830.KQ,KOSDAQ,KRW,-
모니터랩,434480.KQ,KOSDAQ,KRW,-
시선AI,340810.KQ,KOSDAQ,KRW,-
지슨,446840.KQ,KOSDAQ,KRW,-
트루엔,417790.KQ,KOSDAQ,KRW,-
에스바이오메딕스,304360.KQ,KOSDAQ,KRW,-
슈어소프트테크,298830.KQ,KOSDAQ,KRW,-
토마토시스템,393210.KQ,KOSDAQ,KRW,-
마이크로투나노,424980.KQ,KOSDAQ,KRW,-
셀바이오휴먼텍,318160.KQ,KOSDAQ,KRW,-
지아이이노베이션,358570.KQ,KOSDAQ,KRW,-
LB인베스트먼트,309960.KQ,KOSDAQ,KRW,-
엑스게이트,356680.KQ,KOSDAQ,KRW,-
금양그린파워,282720.KQ,KOSDAQ,KRW,-
라온텍,418420.KQ,KOSDAQ,KRW,-
자람테크놀로지,389020.KQ,KOSDAQ,KRW,-
나노팀,417010.KQ,KOSDAQ,KRW,-
바이오인프라,199730.KQ,KOSDAQ,KRW,-
이노진,344860.KQ,KOSDAQ,KRW,-
화인써키트,127980.KQ,KOSDAQ,KRW,-
제이오,418550.KQ,KOSDAQ,KRW,-
샌즈랩,411080.KQ,KOSDAQ,KRW,-
꿈비,407400.KQ,KOSDAQ,KRW,-
스튜디오미르,408900.KQ,KOSDAQ,KRW,-
삼기에너지솔루션즈,419050.KQ,KOSDAQ,KRW,-
오브젠,417860.KQ,KOSDAQ,KRW,-
미래반도체,254490.KQ,KOSDAQ,KRW,-
티이엠씨,425040.KQ,KOSDAQ,KRW,-
한주라이트메탈,198940.KQ,KOSDAQ,KRW,-
옵티코어,380540.KQ,KOSDAQ,KRW,-
신스틸,162300.KQ,KOSDAQ,KRW,-
핑거스토리,417180.KQ,KOSDAQ,KRW,-
SAMG엔터,419530.KQ,KOSDAQ,KRW,-
펨트론,168360.KQ,KOSDAQ,KRW,-
인벤티지랩,389470.KQ,KOSDAQ,KRW,-
엔젯,419080.KQ,KOSDAQ,KRW,-
유비온,084440.KQ,KOSDAQ,KRW,-
티쓰리,204610.KQ,KOSDAQ,KRW,-
티에프이,425420.KQ,KOSDAQ,KRW,-
윤성에프앤씨,372170.KQ,KOSDAQ,KRW,-
디티앤씨알오,383930.KQ,KOSDAQ,KRW,-
뉴로메카,348340.KQ,KOSDAQ,KRW,-
제이아이테크,417500.KQ,KOSDAQ,KRW,-
큐알티,405100.KQ,KOSDAQ,KRW,-
저스템,417840.KQ,KOSDAQ,KRW,-
산돌,419120.KQ,KOSDAQ,KRW,-
플라즈맵,405000.KQ,KOSDAQ,KRW,-
핀텔,291810.KQ,KOSDAQ,KRW,-
샤페론,378800.KQ,KOSDAQ,KRW,-
비스토스,419540.KQ,KOSDAQ,KRW,-
탑머티리얼,360070.KQ,KOSDAQ,KRW,-
에스비비테크,389500.KQ,KOSDAQ,KRW,-
오에스피,368970.KQ,KOSDAQ,KRW,-
모델솔루션,417970.KQ,KOSDAQ,KRW,-
이노룰스,296640.KQ,KOSDAQ,KRW,-
파인엠텍,441270.KQ,KOSDAQ,KRW,-
선바이오,067370.KQ,KOSDAQ,KRW,-
더블유씨피,393890.KQ,KOSDAQ,KRW,-
알피바이오,314140.KQ,KOSDAQ,KRW,-
오픈엣지테크놀로지,394280.KQ,KOSDAQ,KRW,-
대성하이텍,129920.KQ,KOSDAQ,KRW,-
에이치와이티씨,148930.KQ,KOSDAQ,KRW,-
새빗켐,107600.KQ,KOSDAQ,KRW,-
아이씨에이치,368600.KQ,KOSDAQ,KRW,-
성일하이텍,365340.KQ,KOSDAQ,KRW,-
에이프릴바이오,397030.KQ,KOSDAQ,KRW,-
벨로크,424760.KQ,KOSDAQ,KRW,-
루닛,328130.KQ,KOSDAQ,KRW,-
HPSP,403870.KQ,KOSDAQ,KRW,-
와이씨켐,112290.KQ,KOSDAQ,KRW,-
코난테크놀로지,402030.KQ,KOSDAQ,KRW,-
넥스트칩,396270.KQ,KOSDAQ,KRW,-
레이저쎌,412350.KQ,KOSDAQ,KRW,-
보로노이,310210.KQ,KOSDAQ,KRW,-
위니아에이드,377460.KQ,KOSDAQ,KRW,-
비큐AI,148780.KQ,KOSDAQ,KRW,-
범한퓨얼셀,382900.KQ,KOSDAQ,KRW,-
청담글로벌,362320.KQ,KOSDAQ,KRW,-
가온칩스,399720.KQ,KOSDAQ,KRW,-
대명에너지,389260.KQ,KOSDAQ,KRW,-
포바이포,389140.KQ,KOSDAQ,KRW,-
지투파워,388050.KQ,KOSDAQ,KRW,-
씨피시스템,413630.KQ,KOSDAQ,KRW,-
세아메카닉스,396300.KQ,KOSDAQ,KRW,-
공구우먼,366030.KQ,KOSDAQ,KRW,-
유일로보틱스,388720.KQ,KOSDAQ,KRW,-
모아데이타,288980.KQ,KOSDAQ,KRW,-
메쎄이상,408920.KQ,KOSDAQ,KRW,-
노을,376930.KQ,KOSDAQ,KRW,-
비씨엔씨,146320.KQ,KOSDAQ,KRW,-
풍원정밀,371950.KQ,KOSDAQ,KRW,-
스톤브릿지벤처스,330730.KQ,KOSDAQ,KRW,-
브이씨,365900.KQ,KOSDAQ,KRW,-
퓨런티어,370090.KQ,KOSDAQ,KRW,-
바이오에프디엔씨,251120.KQ,KOSDAQ,KRW,-
인카금융서비스,211050.KQ,KOSDAQ,KRW,-
나래나노텍,137080.KQ,KOSDAQ,KRW,-
아셈스,136410.KQ,KOSDAQ,KRW,-
스코넥,276040.KQ,KOSDAQ,KRW,-
이지트로닉스,377330.KQ,KOSDAQ,KRW,-
애드바이오텍,179530.KQ,KOSDAQ,KRW,-
케이옥션,102370.KQ,KOSDAQ,KRW,-
오토앤,353590.KQ,KOSDAQ,KRW,-
아티스트스튜디오,200350.KQ,KOSDAQ,KRW,-
툴젠,199800.KQ,KOSDAQ,KRW,-
마음AI,377480.KQ,KOSDAQ,KRW,-
알비더블유,361570.KQ,KOSDAQ,KRW,-
NPX,222160.KQ,KOSDAQ,KRW,-
트윔,290090.KQ,KOSDAQ,KRW,-
아이티아이즈,372800.KQ,KOSDAQ,KRW,-
지오엘리먼트,311320.KQ,KOSDAQ,KRW,-
SKAI,357880.KQ,KOSDAQ,KRW,-
디어유,376300.KQ,KOSDAQ,KRW,-
지니너스,389030.KQ,KOSDAQ,KRW,-
피코그램,376180.KQ,KOSDAQ,KRW,-
엔켐,348370.KQ,KOSDAQ,KRW,-
리파인,377450.KQ,KOSDAQ,KRW,-
지앤비에스 에코,382800.KQ,KOSDAQ,KRW,-
아이패밀리에스씨,114840.KQ,KOSDAQ,KRW,-
차백신연구소,261780.KQ,KOSDAQ,KRW,-
지아이텍,382480.KQ,KOSDAQ,KRW,-
코닉오토메이션,391710.KQ,KOSDAQ,KRW,-
씨유테크,376290.KQ,KOSDAQ,KRW,-
아스플로,159010.KQ,KOSDAQ,KRW,-
원준,382840.KQ,KOSDAQ,KRW,-
실리콘투,257720.KQ,KOSDAQ,KRW,-
에스앤디,260970.KQ,KOSDAQ,KRW,-
프롬바이오,377220.KQ,KOSDAQ,KRW,-
바이오플러스,099430.KQ,KOSDAQ,KRW,-
와이엠텍,273640.KQ,KOSDAQ,KRW,-
에이비온,203400.KQ,KOSDAQ,KRW,-
라이콤,388790.KQ,KOSDAQ,KRW,-
바이젠셀,308080.KQ,KOSDAQ,KRW,-
브레인즈컴퍼니,099390.KQ,KOSDAQ,KRW,-
딥노이드,315640.KQ,KOSDAQ,KRW,-
엠로,058970.KQ,KOSDAQ,KRW,-
플래티어,367000.KQ,KOSDAQ,KRW,-
원티드랩,376980.KQ,KOSDAQ,KRW,-
HK이노엔,195940.KQ,KOSDAQ,KRW,-
에브리봇,270660.KQ,KOSDAQ,KRW,-
비트맥스,377030.KQ,KOSDAQ,KRW,-
큐라클,365270.KQ,KOSDAQ,KRW,-
오비고,352910.KQ,KOSDAQ,KRW,-
아모센스,357580.KQ,KOSDAQ,KRW,-
이노뎁,303530.KQ,KOSDAQ,KRW,-
라온로보틱스,232680.KQ,KOSDAQ,KRW,-
페니트리움바이오,187660.KQ,KOSDAQ,KRW,-
에코프로에이치엔,383310.KQ,KOSDAQ,KRW,-
진시스템,363250.KQ,KOSDAQ,KRW,-
한울앤제주,276730.KQ,KOSDAQ,KRW,-
삼영에스앤씨,361670.KQ,KOSDAQ,KRW,-
샘씨엔에스,252990.KQ,KOSDAQ,KRW,-
씨앤씨인터내셔널,352480.KQ,KOSDAQ,KRW,-
에이치피오,357230.KQ,KOSDAQ,KRW,-
쿠콘,294570.KQ,KOSDAQ,KRW,-
이삭엔지니어링,351330.KQ,KOSDAQ,KRW,-
해성에어로보틱스,059270.KQ,KOSDAQ,KRW,-
엔시스,333620.KQ,KOSDAQ,KRW,-
자이언트스텝,289220.KQ,KOSDAQ,KRW,-
제노코,361390.KQ,KOSDAQ,KRW,-
스피어,347700.KQ,KOSDAQ,KRW,-
바이오다인,314930.KQ,KOSDAQ,KRW,-
네오이뮨텍,950220.KQ,KOSDAQ,KRW,-
싸이버원,356890.KQ,KOSDAQ,KRW,-
프레스티지바이오로직스,334970.KQ,KOSDAQ,KRW,-
나노씨엠에스,247660.KQ,KOSDAQ,KRW,-
뷰노,338220.KQ,KOSDAQ,KRW,-
엑스플러스,373200.KQ,KOSDAQ,KRW,-
유일에너테크,340930.KQ,KOSDAQ,KRW,-
씨이랩,189330.KQ,KOSDAQ,KRW,-
오로스테크놀로지,322310.KQ,KOSDAQ,KRW,-
피엔에이치테크,239890.KQ,KOSDAQ,KRW,-
모비데이즈,363260.KQ,KOSDAQ,KRW,-
아이퀘스트,262840.KQ,KOSDAQ,KRW,-
레인보우로보틱스,277810.KQ,KOSDAQ,KRW,-
아티스트컴퍼니,321820.KQ,KOSDAQ,KRW,-
핑거,163730.KQ,KOSDAQ,KRW,-
모비릭스,348030.KQ,KOSDAQ,KRW,-
씨앤투스,352700.KQ,KOSDAQ,KRW,-
선진뷰티사이언스,086710.KQ,KOSDAQ,KRW,-
엔비티,236810.KQ,KOSDAQ,KRW,-
파이버프로,368770.KQ,KOSDAQ,KRW,-
블리츠웨이엔터테인먼트,369370.KQ,KOSDAQ,KRW,-
석경에이티,357550.KQ,KOSDAQ,KRW,-
지놈앤컴퍼니,314130.KQ,KOSDAQ,KRW,-
프리시젼바이오,335810.KQ,KOSDAQ,KRW,-
알체라,347860.KQ,KOSDAQ,KRW,-
하이딥,365590.KQ,KOSDAQ,KRW,-
에프앤가이드,064850.KQ,KOSDAQ,KRW,-
티엘비,356860.KQ,KOSDAQ,KRW,-
인바이오,352940.KQ,KOSDAQ,KRW,-
엔젠바이오,354200.KQ,KOSDAQ,KRW,-
퀀타매트릭스,317690.KQ,KOSDAQ,KRW,-
셀레스트라,352770.KQ,KOSDAQ,KRW,-
포인트모바일,318020.KQ,KOSDAQ,KRW,-
앱코,129890.KQ,KOSDAQ,KRW,-
엔에프씨,265740.KQ,KOSDAQ,KRW,-
제일일렉트릭,199820.KQ,KOSDAQ,KRW,-
하나기술,299030.KQ,KOSDAQ,KRW,-
티앤엘,340570.KQ,KOSDAQ,KRW,-
고바이오랩,348150.KQ,KOSDAQ,KRW,-
네패스아크,330860.KQ,KOSDAQ,KRW,-
소룩스,290690.KQ,KOSDAQ,KRW,-
위드텍,348350.KQ,KOSDAQ,KRW,-
센코,347000.KQ,KOSDAQ,KRW,-
바이브컴퍼니,301300.KQ,KOSDAQ,KRW,-
롤링스톤,214610.KQ,KOSDAQ,KRW,-
피플바이오,304840.KQ,KOSDAQ,KRW,-
넥스틴,348210.KQ,KOSDAQ,KRW,-
케이엔솔,053080.KQ,KOSDAQ,KRW,-
비나텍,126340.KQ,KOSDAQ,KRW,-
씨엔알리서치,359090.KQ,KOSDAQ,KRW,-
박셀바이오,323990.KQ,KOSDAQ,KRW,-
비비씨,318410.KQ,KOSDAQ,KRW,-
코스텍시스,355150.KQ,KOSDAQ,KRW,-
핌스,347770.KQ,KOSDAQ,KRW,-
압타머사이언스,291650.KQ,KOSDAQ,KRW,-
이오플로우,294090.KQ,KOSDAQ,KRW,-
카카오게임즈,293490.KQ,KOSDAQ,KRW,-
피엔케이피부임상연구센타,347740.KQ,KOSDAQ,KRW,-
아이디피,332370.KQ,KOSDAQ,KRW,-
셀레믹스,331920.KQ,KOSDAQ,KRW,-
고스트스튜디오,950190.KQ,KOSDAQ,KRW,-
젝시믹스,337930.KQ,KOSDAQ,KRW,-
영림원소프트랩,060850.KQ,KOSDAQ,KRW,-
한국파마,032300.KQ,KOSDAQ,KRW,-
솔브레인,357780.KQ,KOSDAQ,KRW,-
PS일렉트로닉스,332570.KQ,KOSDAQ,KRW,-
에코앤드림,101360.KQ,KOSDAQ,KRW,-
엠투아이,347890.KQ,KOSDAQ,KRW,-
더네이쳐홀딩스,298540.KQ,KOSDAQ,KRW,-
제놀루션,225220.KQ,KOSDAQ,KRW,-
솔트룩스,304100.KQ,KOSDAQ,KRW,-
티에스아이,277880.KQ,KOSDAQ,KRW,-
에이프로,262260.KQ,KOSDAQ,KRW,-
소마젠,950200.KQ,KOSDAQ,KRW,-
신도기연,290520.KQ,KOSDAQ,KRW,-
위더스제약,330350.KQ,KOSDAQ,KRW,-
엠브레인,169330.KQ,KOSDAQ,KRW,-
젠큐릭스,229000.KQ,KOSDAQ,KRW,-
HB솔루션,297890.KQ,KOSDAQ,KRW,-
넥사다이내믹스,351320.KQ,KOSDAQ,KRW,-
에스씨엠생명과학,298060.KQ,KOSDAQ,KRW,-
휴럼,353190.KQ,KOSDAQ,KRW,-
이지바이오,353810.KQ,KOSDAQ,KRW,-
드림씨아이에스,223250.KQ,KOSDAQ,KRW,-
캐프,198080.KQ,KOSDAQ,KRW,-
플레이디,237820.KQ,KOSDAQ,KRW,-
서울바이오시스,092190.KQ,KOSDAQ,KRW,-
제이앤티씨,204270.KQ,KOSDAQ,KRW,-
켄코아에어로스페이스,274090.KQ,KOSDAQ,KRW,-
레몬,294140.KQ,KOSDAQ,KRW,-
서남,294630.KQ,KOSDAQ,KRW,-
위세아이텍,065370.KQ,KOSDAQ,KRW,-
세림B&G,340440.KQ,KOSDAQ,KRW,-
CJ 바이오사이언스,311690.KQ,KOSDAQ,KRW,-
한국첨단소재,062970.KQ,KOSDAQ,KRW,-
RF머트리얼즈,327260.KQ,KOSDAQ,KRW,-
아이비김영,339950.KQ,KOSDAQ,KRW,-
파라택시스코리아,288330.KQ,KOSDAQ,KRW,-
다보링크,340360.KQ,KOSDAQ,KRW,-
메드팩토,235980.KQ,KOSDAQ,KRW,-
원텍,336570.KQ,KOSDAQ,KRW,-
신테카바이오,226330.KQ,KOSDAQ,KRW,-
제이엘케이,322510.KQ,KOSDAQ,KRW,-
태웅로직스,124560.KQ,KOSDAQ,KRW,-
윙스풋,335870.KQ,KOSDAQ,KRW,-
리메드,302550.KQ,KOSDAQ,KRW,-
웨이버스,336060.KQ,KOSDAQ,KRW,-
HLB바이오스텝,278650.KQ,KOSDAQ,KRW,-
티움바이오,321550.KQ,KOSDAQ,KRW,-
씨에스베어링,297090.KQ,KOSDAQ,KRW,-
우양,103840.KQ,KOSDAQ,KRW,-
코리아에셋투자증권,190650.KQ,KOSDAQ,KRW,-
에스제이그룹,306040.KQ,KOSDAQ,KRW,-
제테마,216080.KQ,KOSDAQ,KRW,-
라파스,214260.KQ,KOSDAQ,KRW,-
아이티엠반도체,084850.KQ,KOSDAQ,KRW,-
일승,333430.KQ,KOSDAQ,KRW,-
미디어젠,279600.KQ,KOSDAQ,KRW,-
LS티라유텍,322180.KQ,KOSDAQ,KRW,-
모코엠시스,333050.KQ,KOSDAQ,KRW,-
밸로프,331520.KQ,KOSDAQ,KRW,-
캐리소프트,317530.KQ,KOSDAQ,KRW,-
케이엔제이,272110.KQ,KOSDAQ,KRW,-
엔바이오니아,317870.KQ,KOSDAQ,KRW,-
팜스빌,318010.KQ,KOSDAQ,KRW,-
라온피플,300120.KQ,KOSDAQ,KRW,-
아톤,158430.KQ,KOSDAQ,KRW,-
녹십자웰빙,234690.KQ,KOSDAQ,KRW,-
누보,332290.KQ,KOSDAQ,KRW,-
포커스에이아이,331380.KQ,KOSDAQ,KRW,-
올리패스,244460.KQ,KOSDAQ,KRW,-
라닉스,317120.KQ,KOSDAQ,KRW,-
한울반도체,320000.KQ,KOSDAQ,KRW,-
한독크린텍,256150.KQ,KOSDAQ,KRW,-
네오크레마,311390.KQ,KOSDAQ,KRW,-
마니커에프앤지,195500.KQ,KOSDAQ,KRW,-
솔트웨어,328380.KQ,KOSDAQ,KRW,-
나노실리칸첨단소재,286750.KQ,KOSDAQ,KRW,-
에스피시스템스,317830.KQ,KOSDAQ,KRW,-
레이,228670.KQ,KOSDAQ,KRW,-
그린플러스,186230.KQ,KOSDAQ,KRW,-
코윈테크,282880.KQ,KOSDAQ,KRW,-
덕산테코피아,317330.KQ,KOSDAQ,KRW,-
KBG,318000.KQ,KOSDAQ,KRW,-
엑스페릭스,317770.KQ,KOSDAQ,KRW,-
세경하이테크,148150.KQ,KOSDAQ,KRW,-
캐리,313760.KQ,KOSDAQ,KRW,-
대모,317850.KQ,KOSDAQ,KRW,-
에이스토리,241840.KQ,KOSDAQ,KRW,-
플리토,300080.KQ,KOSDAQ,KRW,-
헥토파이낸셜,234340.KQ,KOSDAQ,KRW,-
아이스크림에듀,289010.KQ,KOSDAQ,KRW,-
펌텍코리아,251970.KQ,KOSDAQ,KRW,-
에이에프더블류,312610.KQ,KOSDAQ,KRW,-
태성,323280.KQ,KOSDAQ,KRW,-
압타바이오,293780.KQ,KOSDAQ,KRW,-
형지글로벌,308100.KQ,KOSDAQ,KRW,-
마이크로디지탈,305090.KQ,KOSDAQ,KRW,-
코퍼스코리아,322780.KQ,KOSDAQ,KRW,-
프로이천,321260.KQ,KOSDAQ,KRW,-
수젠텍,253840.KQ,KOSDAQ,KRW,-
컴퍼니케이,307930.KQ,KOSDAQ,KRW,-
피에스케이,319660.KQ,KOSDAQ,KRW,-
현대무벡스,319400.KQ,KOSDAQ,KRW,-
TS트릴리온,317240.KQ,KOSDAQ,KRW,-
아모그린텍,125210.KQ,KOSDAQ,KRW,-
지노믹트리,228760.KQ,KOSDAQ,KRW,-
이지케어텍,099750.KQ,KOSDAQ,KRW,-
미래에셋벤처투자,100790.KQ,KOSDAQ,KRW,-
에코프로비엠,247540.KQ,KOSDAQ,KRW,-
셀리드,299660.KQ,KOSDAQ,KRW,-
천보,278280.KQ,KOSDAQ,KRW,-
SCL사이언스,246960.KQ,KOSDAQ,KRW,-
노랑풍선,104620.KQ,KOSDAQ,KRW,-
웹케시,053580.KQ,KOSDAQ,KRW,-
비피도,238200.KQ,KOSDAQ,KRW,-
유틸렉스,263050.KQ,KOSDAQ,KRW,-
디케이티,290550.KQ,KOSDAQ,KRW,-
아이엘,307180.KQ,KOSDAQ,KRW,-
애니플러스,310200.KQ,KOSDAQ,KRW,-
디와이씨,310870.KQ,KOSDAQ,KRW,-
위지윅스튜디오,299900.KQ,KOSDAQ,KRW,-
조이웍스앤코,309930.KQ,KOSDAQ,KRW,-
국전약품,307750.KQ,KOSDAQ,KRW,-
에이비엘바이오,298380.KQ,KOSDAQ,KRW,-
머큐리,100590.KQ,KOSDAQ,KRW,-
전진바이오팜,110020.KQ,KOSDAQ,KRW,-
뉴트리,270870.KQ,KOSDAQ,KRW,-
비투엔,307870.KQ,KOSDAQ,KRW,-
이노메트리,302430.KQ,KOSDAQ,KRW,-
DH오토리드,290120.KQ,KOSDAQ,KRW,-
에코캡,128540.KQ,KOSDAQ,KRW,-
원바이오젠,307280.KQ,KOSDAQ,KRW,-
윙입푸드,900340.KQ,KOSDAQ,KRW,-
남화산업,111710.KQ,KOSDAQ,KRW,-
엠아이텍,179290.KQ,KOSDAQ,KRW,-
티로보틱스,117730.KQ,KOSDAQ,KRW,-
네오펙트,290660.KQ,KOSDAQ,KRW,-
티앤알바이오팹,246710.KQ,KOSDAQ,KRW,-
디알젬,263690.KQ,KOSDAQ,KRW,-
싸이토젠,217330.KQ,KOSDAQ,KRW,-
아주IB투자,027360.KQ,KOSDAQ,KRW,-
디케이앤디,263020.KQ,KOSDAQ,KRW,-
프로브잇,227100.KQ,KOSDAQ,KRW,-
노바렉스,194700.KQ,KOSDAQ,KRW,-
대보마그네틱,290670.KQ,KOSDAQ,KRW,-
노바텍,285490.KQ,KOSDAQ,KRW,-
엘앤씨바이오,290650.KQ,KOSDAQ,KRW,-
지아이에스,306620.KQ,KOSDAQ,KRW,-
로보티즈,108490.KQ,KOSDAQ,KRW,-
옵티팜,153710.KQ,KOSDAQ,KRW,-
에스퓨얼셀,288620.KQ,KOSDAQ,KRW,-
나우IB,293580.KQ,KOSDAQ,KRW,-
푸드나무,290720.KQ,KOSDAQ,KRW,-
크리스에프앤씨,110790.KQ,KOSDAQ,KRW,-
더블유에스아이,299170.KQ,KOSDAQ,KRW,-
한국비티비,219750.KQ,KOSDAQ,KRW,-
엔피,291230.KQ,KOSDAQ,KRW,-
피엔티엠에스,257370.KQ,KOSDAQ,KRW,-
디지캡,197140.KQ,KOSDAQ,KRW,-
지니틱스,303030.KQ,KOSDAQ,KRW,-
액트로,290740.KQ,KOSDAQ,KRW,-
오파스넷,173130.KQ,KOSDAQ,KRW,-
브이엠,089970.KQ,KOSDAQ,KRW,-
바이오솔루션,086820.KQ,KOSDAQ,KRW,-
디아이티,110990.KQ,KOSDAQ,KRW,-
에스에스알,275630.KQ,KOSDAQ,KRW,-
휴네시온,290270.KQ,KOSDAQ,KRW,-
한국유니온제약,080720.KQ,KOSDAQ,KRW,-
그리티,204020.KQ,KOSDAQ,KRW,-
알로이스,297570.KQ,KOSDAQ,KRW,-
올릭스,226950.KQ,KOSDAQ,KRW,-
아이큐어,175250.KQ,KOSDAQ,KRW,-
SV인베스트먼트,289080.KQ,KOSDAQ,KRW,-
EDGC,245620.KQ,KOSDAQ,KRW,-
카이노스메드,284620.KQ,KOSDAQ,KRW,-
파워넷,037030.KQ,KOSDAQ,KRW,-
현대사료,016790.KQ,KOSDAQ,KRW,-
세종메디칼,258830.KQ,KOSDAQ,KRW,-
제노레이,122310.KQ,KOSDAQ,KRW,-
JTC,950170.KQ,KOSDAQ,KRW,-
네오셈,253590.KQ,KOSDAQ,KRW,-
케어랩스,263700.KQ,KOSDAQ,KRW,-
린드먼아시아,277070.KQ,KOSDAQ,KRW,-
오스테오닉,226400.KQ,KOSDAQ,KRW,-
엔지켐생명과학,183490.KQ,KOSDAQ,KRW,-
동구바이오제약,006620.KQ,KOSDAQ,KRW,-
아시아종묘,154030.KQ,KOSDAQ,KRW,-
알리코제약,260660.KQ,KOSDAQ,KRW,-
카페24,042000.KQ,KOSDAQ,KRW,-
링크제니시스,219420.KQ,KOSDAQ,KRW,-
배럴,267790.KQ,KOSDAQ,KRW,-
SG,255220.KQ,KOSDAQ,KRW,-
씨앤지하이테크,264660.KQ,KOSDAQ,KRW,-
시스웍,269620.KQ,KOSDAQ,KRW,-
디바이스,187870.KQ,KOSDAQ,KRW,-
레이크머티리얼즈,281740.KQ,KOSDAQ,KRW,-
씨티케이,260930.KQ,KOSDAQ,KRW,-
메카로,241770.KQ,KOSDAQ,KRW,-
에스트래픽,234300.KQ,KOSDAQ,KRW,-
체리부로,066360.KQ,KOSDAQ,KRW,-
대원,007680.KQ,KOSDAQ,KRW,-
스튜디오드래곤,253450.KQ,KOSDAQ,KRW,-
코오롱티슈진,950160.KQ,KOSDAQ,KRW,-
영화테크,265560.KQ,KOSDAQ,KRW,-
폴라리스세원,234100.KQ,KOSDAQ,KRW,-
상신전자,263810.KQ,KOSDAQ,KRW,-
야스,255440.KQ,KOSDAQ,KRW,-
인산가,277410.KQ,KOSDAQ,KRW,-
휴엠앤씨,263920.KQ,KOSDAQ,KRW,-
신흥에스이씨,243840.KQ,KOSDAQ,KRW,-
유티아이,179900.KQ,KOSDAQ,KRW,-
선익시스템,171090.KQ,KOSDAQ,KRW,-
엠플러스,259630.KQ,KOSDAQ,KRW,-
앱클론,174900.KQ,KOSDAQ,KRW,-
펄어비스,263750.KQ,KOSDAQ,KRW,-
킵스파마,256940.KQ,KOSDAQ,KRW,-
덕우전자,263600.KQ,KOSDAQ,KRW,-
앱튼,270520.KQ,KOSDAQ,KRW,-
케일럼,258610.KQ,KOSDAQ,KRW,-
알에스오토메이션,140670.KQ,KOSDAQ,KRW,-
컬러레이,900310.KQ,KOSDAQ,KRW,-
와이즈버즈,273060.KQ,KOSDAQ,KRW,-
모트렉스,118990.KQ,KOSDAQ,KRW,-
데이타솔루션,263800.KQ,KOSDAQ,KRW,-
지니언스,263860.KQ,KOSDAQ,KRW,-
디앤씨미디어,263720.KQ,KOSDAQ,KRW,-
힘스,238490.KQ,KOSDAQ,KRW,-
브이원텍,251630.KQ,KOSDAQ,KRW,-
아우딘퓨쳐스,227610.KQ,KOSDAQ,KRW,-
이녹스첨단소재,272290.KQ,KOSDAQ,KRW,-
하림지주,003380.KQ,KOSDAQ,KRW,-
덴티스,261200.KQ,KOSDAQ,KRW,-
나인테크,267320.KQ,KOSDAQ,KRW,-
보라티알,250000.KQ,KOSDAQ,KRW,-
매일유업,267980.KQ,KOSDAQ,KRW,-
LK삼양,225190.KQ,KOSDAQ,KRW,-
이랜시스,264850.KQ,KOSDAQ,KRW,-
필옵틱스,161580.KQ,KOSDAQ,KRW,-
포인트엔지니어링,256630.KQ,KOSDAQ,KRW,-
하나머티리얼즈,166090.KQ,KOSDAQ,KRW,-
소프트캠프,258790.KQ,KOSDAQ,KRW,-
와이엠티,251370.KQ,KOSDAQ,KRW,-
AP시스템,265520.KQ,KOSDAQ,KRW,-
유에스티,263770.KQ,KOSDAQ,KRW,-
이엘피,063760.KQ,KOSDAQ,KRW,-
유비쿼스,264450.KQ,KOSDAQ,KRW,-
서진시스템,178320.KQ,KOSDAQ,KRW,-
코미코,183300.KQ,KOSDAQ,KRW,-
아스타,246720.KQ,KOSDAQ,KRW,-
에스디생명공학,217480.KQ,KOSDAQ,KRW,-
신신제약,002800.KQ,KOSDAQ,KRW,-
에프엔에스테크,083500.KQ,KOSDAQ,KRW,-
모바일어플라이언스,087260.KQ,KOSDAQ,KRW,-
피씨엘,241820.KQ,KOSDAQ,KRW,-
