name,symbol,exchange,currency,price
윌비스,008600.KS,KOSPI,KRW,-
대창단조,015230.KS,KOSPI,KRW,-
사조산업,007160.KS,KOSPI,KRW,-
한익스프레스,014130.KS,KOSPI,KRW,-
사조동아원,008040.KS,KOSPI,KRW,-
경인전자,009140.KS,KOSPI,KRW,-
무림P&P,009580.KS,KOSPI,KRW,-
인디에프,014990.KS,KOSPI,KRW,-
디와이,013570.KS,KOSPI,KRW,-
방림,003610.KS,KOSPI,KRW,-
DKME,015590.KS,KOSPI,KRW,-
한솔케미칼,014680.KS,KOSPI,KRW,-
퍼스텍,010820.KS,KOSPI,KRW,-
동원산업,006040.KS,KOSPI,KRW,-
대덕,008060.KS,KOSPI,KRW,-
한성기업,003680.KS,KOSPI,KRW,-
이스타코,015020.KS,KOSPI,KRW,-
태림포장,011280.KS,KOSPI,KRW,-
아세아제지,002310.KS,KOSPI,KRW,-
화천기계,010660.KS,KOSPI,KRW,-
CJ씨푸드,011150.KS,KOSPI,KRW,-
SHD,001770.KS,KOSPI,KRW,-
조일알미늄,018470.KS,KOSPI,KRW,-
에스엘,005850.KS,KOSPI,KRW,-
영원무역홀딩스,009970.KS,KOSPI,KRW,-
더존비즈온,012510.KS,KOSPI,KRW,-
보령,003850.KS,KOSPI,KRW,-
이건산업,008250.KS,KOSPI,KRW,-
모나리자,012690.KS,KOSPI,KRW,-
대구백화점,006370.KS,KOSPI,KRW,-
우성,006980.KS,KOSPI,KRW,-
유성기업,002920.KS,KOSPI,KRW,-
한일철강,002220.KS,KOSPI,KRW,-
삼익악기,002450.KS,KOSPI,KRW,-
HS화성,002460.KS,KOSPI,KRW,-
DN오토모티브,007340.KS,KOSPI,KRW,-
보해양조,000890.KS,KOSPI,KRW,-
상상인증권,001290.KS,KOSPI,KRW,-
혜인,003010.KS,KOSPI,KRW,-
금강공업,014280.KS,KOSPI,KRW,-
플레이그램,009810.KS,KOSPI,KRW,-
율촌화학,008730.KS,KOSPI,KRW,-
신원,009270.KS,KOSPI,KRW,-
동방,004140.KS,KOSPI,KRW,-
한국쉘석유,002960.KS,KOSPI,KRW,-
부광약품,003000.KS,KOSPI,KRW,-
풍산홀딩스,005810.KS,KOSPI,KRW,-
부국증권,001270.KS,KOSPI,KRW,-
계양전기,012200.KS,KOSPI,KRW,-
한솔테크닉스,004710.KS,KOSPI,KRW,-
DB증권,016610.KS,KOSPI,KRW,-
한미사이언스,008930.KS,KOSPI,KRW,-
삼진제약,005500.KS,KOSPI,KRW,-
POSCO홀딩스,005490.KS,KOSPI,KRW,-
범양건영,002410.KS,KOSPI,KRW,-
파미셀,005690.KS,KOSPI,KRW,-
동국홀딩스,001230.KS,KOSPI,KRW,-
대원전선,006340.KS,KOSPI,KRW,-
이수화학,005950.KS,KOSPI,KRW,-
삼성증권,016360.KS,KOSPI,KRW,-
삼영무역,002810.KS,KOSPI,KRW,-
한양증권,001750.KS,KOSPI,KRW,-
금호석유화학,011780.KS,KOSPI,KRW,-
유안타증권,003470.KS,KOSPI,KRW,-
제일파마홀딩스,002620.KS,KOSPI,KRW,-
에이엔피,015260.KS,KOSPI,KRW,-
한창제지,009460.KS,KOSPI,KRW,-
넥센,005720.KS,KOSPI,KRW,-
삼성공조,006660.KS,KOSPI,KRW,-
세방전지,004490.KS,KOSPI,KRW,-
진원생명과학,011000.KS,KOSPI,KRW,-
참엔지니어링,009310.KS,KOSPI,KRW,-
한국무브넥스,010100.KS,KOSPI,KRW,-
코스모신소재,005070.KS,KOSPI,KRW,-
덕성,004830.KS,KOSPI,KRW,-
신영증권,001720.KS,KOSPI,KRW,-
유진증권,001200.KS,KOSPI,KRW,-
유화증권,003460.KS,KOSPI,KRW,-
한신기계공업,011700.KS,KOSPI,KRW,-
코스모화학,005420.KS,KOSPI,KRW,-
가온전선,000500.KS,KOSPI,KRW,-
S-Oil,010950.KS,KOSPI,KRW,-
한화에어로스페이스,012450.KS,KOSPI,KRW,-
삼화전자공업,011230.KS,KOSPI,KRW,-
현대제철,004020.KS,KOSPI,KRW,-
써니전자,004770.KS,KOSPI,KRW,-
현대비앤지스틸,004560.KS,KOSPI,KRW,-
사조오양,006090.KS,KOSPI,KRW,-
한화투자증권,003530.KS,KOSPI,KRW,-
삼화전기,009470.KS,KOSPI,KRW,-
SK증권,001510.KS,KOSPI,KRW,-
평화홀딩스,010770.KS,KOSPI,KRW,-
일신석재,007110.KS,KOSPI,KRW,-
KG스틸,016380.KS,KOSPI,KRW,-
아이에스동서,010780.KS,KOSPI,KRW,-
SH에너지화학,002360.KS,KOSPI,KRW,-
대한화섬,003830.KS,KOSPI,KRW,-
코리아써키트,007810.KS,KOSPI,KRW,-
신세계,004170.KS,KOSPI,KRW,-
OCI홀딩스,010060.KS,KOSPI,KRW,-
삼일제약,000520.KS,KOSPI,KRW,-
인스코비,006490.KS,KOSPI,KRW,-
일성아이에스,003120.KS,KOSPI,KRW,-
현대건설,000720.KS,KOSPI,KRW,-
TCC스틸,002710.KS,KOSPI,KRW,-
에이프로젠바이오로직스,003060.KS,KOSPI,KRW,-
F&F 홀딩스,007700.KS,KOSPI,KRW,-
아남전자,008700.KS,KOSPI,KRW,-
GS건설,006360.KS,KOSPI,KRW,-
삼아알미늄,006110.KS,KOSPI,KRW,-
한국전자홀딩스,006200.KS,KOSPI,KRW,-
삼성SDI,006400.KS,KOSPI,KRW,-
삼성전기,009150.KS,KOSPI,KRW,-
동부건설,005960.KS,KOSPI,KRW,-
케이씨티시,009070.KS,KOSPI,KRW,-
코오롱글로벌,003070.KS,KOSPI,KRW,-
빙그레,005180.KS,KOSPI,KRW,-
녹십자홀딩스,005250.KS,KOSPI,KRW,-
시알홀딩스,000480.KS,KOSPI,KRW,-
현대약품,004310.KS,KOSPI,KRW,-
남양유업,003920.KS,KOSPI,KRW,-
남선알미늄,008350.KS,KOSPI,KRW,-
한국화장품제조,003350.KS,KOSPI,KRW,-
현대코퍼레이션,011760.KS,KOSPI,KRW,-
LS,006260.KS,KOSPI,KRW,-
SK네트웍스,001740.KS,KOSPI,KRW,-
경농,002100.KS,KOSPI,KRW,-
티웨이홀딩스,004870.KS,KOSPI,KRW,-
동방아그로,007590.KS,KOSPI,KRW,-
송원산업,004430.KS,KOSPI,KRW,-
진흥기업,002780.KS,KOSPI,KRW,-
한국석유공업,004090.KS,KOSPI,KRW,-
천일고속,000650.KS,KOSPI,KRW,-
대원강업,000430.KS,KOSPI,KRW,-
만호제강,001080.KS,KOSPI,KRW,-
조광피혁,004700.KS,KOSPI,KRW,-
세방,004360.KS,KOSPI,KRW,-
KBI동양철관,008970.KS,KOSPI,KRW,-
대유에이텍,002880.KS,KOSPI,KRW,-
남광토건,001260.KS,KOSPI,KRW,-
삼영전자공업,005680.KS,KOSPI,KRW,-
신영와코루,005800.KS,KOSPI,KRW,-
오리엔트바이오,002630.KS,KOSPI,KRW,-
조비,001550.KS,KOSPI,KRW,-
한국공항,005430.KS,KOSPI,KRW,-
조광페인트,004910.KS,KOSPI,KRW,-
SB성보,003080.KS,KOSPI,KRW,-
삼천리,004690.KS,KOSPI,KRW,-
조흥,002600.KS,KOSPI,KRW,-
금양,001570.KS,KOSPI,KRW,-
사조대림,003960.KS,KOSPI,KRW,-
비비안,002070.KS,KOSPI,KRW,-
SNT다이내믹스,003570.KS,KOSPI,KRW,-
한신공영,004960.KS,KOSPI,KRW,-
농심,004370.KS,KOSPI,KRW,-
삼영,003720.KS,KOSPI,KRW,-
성신양회,004980.KS,KOSPI,KRW,-
신라교역,004970.KS,KOSPI,KRW,-
신풍,002870.KS,KOSPI,KRW,-
종근당홀딩스,001630.KS,KOSPI,KRW,-
크라운해태홀딩스,005740.KS,KOSPI,KRW,-
한독,002390.KS,KOSPI,KRW,-
SG글로벌,001380.KS,KOSPI,KRW,-
SK디스커버리,006120.KS,KOSPI,KRW,-
샘표,007540.KS,KOSPI,KRW,-
흥아해운,003280.KS,KOSPI,KRW,-
GS글로벌,001250.KS,KOSPI,KRW,-
금호건설,002990.KS,KOSPI,KRW,-
삼부토건,001470.KS,KOSPI,KRW,-
삼화콘덴서공업,001820.KS,KOSPI,KRW,-
페이퍼코리아,001020.KS,KOSPI,KRW,-
동양,001520.KS,KOSPI,KRW,-
한화,000880.KS,KOSPI,KRW,-
JW중외제약,001060.KS,KOSPI,KRW,-
영풍,000670.KS,KOSPI,KRW,-
PKC,001340.KS,KOSPI,KRW,-
성창기업지주,000180.KS,KOSPI,KRW,-
한창,005110.KS,KOSPI,KRW,-
삼화왕관,004450.KS,KOSPI,KRW,-
KR모터스,000040.KS,KOSPI,KRW,-
고려제강,002240.KS,KOSPI,KRW,-
태양금속공업,004100.KS,KOSPI,KRW,-
SUN&L,002820.KS,KOSPI,KRW,-
DRB동일,004840.KS,KOSPI,KRW,-
넥센타이어,002350.KS,KOSPI,KRW,-
SG세계물산,004060.KS,KOSPI,KRW,-
롯데정밀화학,004000.KS,KOSPI,KRW,-
동화약품,000020.KS,KOSPI,KRW,-
DL,000210.KS,KOSPI,KRW,-
LX인터내셔널,001120.KS,KOSPI,KRW,-
국제약품,002720.KS,KOSPI,KRW,-
태광산업,003240.KS,KOSPI,KRW,-
부산주공,005030.KS,KOSPI,KRW,-
CS홀딩스,000590.KS,KOSPI,KRW,-
DB하이텍,000990.KS,KOSPI,KRW,-
대림통상,006570.KS,KOSPI,KRW,-
유유제약,000220.KS,KOSPI,KRW,-
강남제비스코,000860.KS,KOSPI,KRW,-
대신증권,003540.KS,KOSPI,KRW,-
NH투자증권,005940.KS,KOSPI,KRW,-
미래에셋증권,006800.KS,KOSPI,KRW,-
신일전자,002700.KS,KOSPI,KRW,-
삼성제약,001360.KS,KOSPI,KRW,-
삼성화재해상보험,000810.KS,KOSPI,KRW,-
삼양식품,003230.KS,KOSPI,KRW,-
한화손해보험,000370.KS,KOSPI,KRW,-
NI스틸,008260.KS,KOSPI,KRW,-
일동홀딩스,000230.KS,KOSPI,KRW,-
대동,000490.KS,KOSPI,KRW,-
오리온홀딩스,001800.KS,KOSPI,KRW,-
깨끗한나라,004540.KS,KOSPI,KRW,-
태원물산,001420.KS,KOSPI,KRW,-
코오롱,002020.KS,KOSPI,KRW,-
삼성전자,005930.KS,KOSPI,KRW,-
DH오토넥스,000300.KS,KOSPI,KRW,-
BYC,001460.KS,KOSPI,KRW,-
KG모빌리티,003620.KS,KOSPI,KRW,-
SPC삼립,005610.KS,KOSPI,KRW,-
흥국화재,000540.KS,KOSPI,KRW,-
일양약품,007570.KS,KOSPI,KRW,-
한진,002320.KS,KOSPI,KRW,-
한국수출포장공업,002200.KS,KOSPI,KRW,-
현대자동차,005380.KS,KOSPI,KRW,-
모나미,005360.KS,KOSPI,KRW,-
한화솔루션,009830.KS,KOSPI,KRW,-
아세아,002030.KS,KOSPI,KRW,-
카프로,006380.KS,KOSPI,KRW,-
롯데지주,004990.KS,KOSPI,KRW,-
대한방직,001070.KS,KOSPI,KRW,-
서울식품공업,004410.KS,KOSPI,KRW,-
LS네트웍스,000680.KS,KOSPI,KRW,-
금호전기,001210.KS,KOSPI,KRW,-
하이트진로홀딩스,000140.KS,KOSPI,KRW,-
노루홀딩스,000320.KS,KOSPI,KRW,-
기아,000270.KS,KOSPI,KRW,-
효성,004800.KS,KOSPI,KRW,-
CJ,001040.KS,KOSPI,KRW,-
두산,000150.KS,KOSPI,KRW,-
휴스틸,005010.KS,KOSPI,KRW,-
DB손해보험,005830.KS,KOSPI,KRW,-
TYM,002900.KS,KOSPI,KRW,-
대웅,003090.KS,KOSPI,KRW,-
진양산업,003780.KS,KOSPI,KRW,-
영진약품,003520.KS,KOSPI,KRW,-
케이씨씨,002380.KS,KOSPI,KRW,-
롯데칠성음료,005300.KS,KOSPI,KRW,-
일신방직,003200.KS,KOSPI,KRW,-
아모레퍼시픽홀딩스,002790.KS,KOSPI,KRW,-
제주은행,006220.KS,KOSPI,KRW,-
한솔홀딩스,004150.KS,KOSPI,KRW,-
벽산,007210.KS,KOSPI,KRW,-
롯데손해보험,000400.KS,KOSPI,KRW,-
대한제분,001130.KS,KOSPI,KRW,-
대상,001680.KS,KOSPI,KRW,-
LG,003550.KS,KOSPI,KRW,-
동아쏘시오홀딩스,000640.KS,KOSPI,KRW,-
코리안리,003690.KS,KOSPI,KRW,-
한국주철관공업,000970.KS,KOSPI,KRW,-
한일홀딩스,003300.KS,KOSPI,KRW,-
엔피씨,004250.KS,KOSPI,KRW,-
세아제강지주,003030.KS,KOSPI,KRW,-
대한전선,001440.KS,KOSPI,KRW,-
대한제당,001790.KS,KOSPI,KRW,-
삼양홀딩스,000070.KS,KOSPI,KRW,-
세기상사,002420.KS,KOSPI,KRW,-
한국앤컴퍼니,000240.KS,KOSPI,KRW,-
전방,000950.KS,KOSPI,KRW,-
대한항공,003490.KS,KOSPI,KRW,-
디아이동일,001530.KS,KOSPI,KRW,-
유한양행,000100.KS,KOSPI,KRW,-
CJ대한통운,000120.KS,KOSPI,KRW,-
경방,000050.KS,KOSPI,KRW,-
유수홀딩스,000700.KS,KOSPI,KRW,-
한진중공업홀딩스,003480.KS,KOSPI,KRW,-
보원케미칼,394420.KQ,KOSDAQ,KRW,-
엔에이치스팩33호,408470.KQ,KOSDAQ,KRW,-
아이엠바이오로직스,493280.KQ,KOSDAQ,KRW,-
카나프테라퓨틱스,458350.KQ,KOSDAQ,KRW,-
덕양에너젠,493330.KQ,KOSDAQ,KRW,-
삼미금속,012210.KQ,KOSDAQ,KRW,-
세미파이브,490470.KQ,KOSDAQ,KRW,-
리브스메드,491000.KQ,KOSDAQ,KRW,-
미래에셋비전스팩10호,476830.KQ,KOSDAQ,KRW,-
나라스페이스테크놀로지,478340.KQ,KOSDAQ,KRW,-
아크릴,464490.KQ,KOSDAQ,KRW,-
키움히어로제1호스팩,466690.KQ,KOSDAQ,KRW,-
유진스팩12호,261520.KQ,KOSDAQ,KRW,-
페스카로,950250.KQ,KOSDAQ,KRW,-
엔에이치스팩32호,488900.KQ,KOSDAQ,KRW,-
씨엠티엑스,388210.KQ,KOSDAQ,KRW,-
더핑크퐁컴퍼니,403850.KQ,KOSDAQ,KRW,-
그린광학,459550.KQ,KOSDAQ,KRW,-
세나테크놀로지,061090.KQ,KOSDAQ,KRW,-
큐리오시스,494120.KQ,KOSDAQ,KRW,-
이노테크,469610.KQ,KOSDAQ,KRW,-
노타,486990.KQ,KOSDAQ,KRW,-
삼익제약,014950.KQ,KOSDAQ,KRW,-
KB제33호스팩,488280.KQ,KOSDAQ,KRW,-
오아,342870.KQ,KOSDAQ,KRW,-
그래피,318060.KQ,KOSDAQ,KRW,-
애드포러스,397810.KQ,KOSDAQ,KRW,-
삼성스팩10호,125490.KQ,KOSDAQ,KRW,-
에스엔시스,484590.KQ,KOSDAQ,KRW,-
교보18호스팩,456160.KQ,KOSDAQ,KRW,-
아이티켐,309710.KQ,KOSDAQ,KRW,-
하나35호스팩,468530.KQ,KOSDAQ,KRW,-
엔알비,475230.KQ,KOSDAQ,KRW,-
뉴로핏,380550.KQ,KOSDAQ,KRW,-
도우인시스,484120.KQ,KOSDAQ,KRW,-
디비금융제14호스팩,331740.KQ,KOSDAQ,KRW,-
뉴키즈온,462310.KQ,KOSDAQ,KRW,-
싸이닉솔루션,234030.KQ,KOSDAQ,KRW,-
KB제32호스팩,463020.KQ,KOSDAQ,KRW,-
지에프씨생명과학,388610.KQ,KOSDAQ,KRW,-
케이지에이,455180.KQ,KOSDAQ,KRW,-
지씨지놈,340450.KQ,KOSDAQ,KRW,-
링크솔루션,474650.KQ,KOSDAQ,KRW,-
키스트론,475430.KQ,KOSDAQ,KRW,-
신한제16호스팩,496070.KQ,KOSDAQ,KRW,-
인투셀,287840.KQ,KOSDAQ,KRW,-
바이오비쥬,489460.KQ,KOSDAQ,KRW,-
이뮨온시아,424870.KQ,KOSDAQ,KRW,-
바이오포트,188040.KQ,KOSDAQ,KRW,-
티씨머티리얼즈,125020.KQ,KOSDAQ,KRW,-
로킷헬스케어,376900.KQ,KOSDAQ,KRW,-
오가노이드사이언스,476040.KQ,KOSDAQ,KRW,-
원일티엔아이,136150.KQ,KOSDAQ,KRW,-
나우로보틱스,459510.KQ,KOSDAQ,KRW,-
에이아이코리아,364950.KQ,KOSDAQ,KRW,-
쎄크,081180.KQ,KOSDAQ,KRW,-
한국피아이엠,448900.KQ,KOSDAQ,KRW,-
에이유브랜즈,481070.KQ,KOSDAQ,KRW,-
우양에이치씨,101970.KQ,KOSDAQ,KRW,-
더즌,462860.KQ,KOSDAQ,KRW,-
심플랫폼,444530.KQ,KOSDAQ,KRW,-
티엑스알로보틱스,484810.KQ,KOSDAQ,KRW,-
한텍,098070.KQ,KOSDAQ,KRW,-
한화플러스제5호스팩,498390.KQ,KOSDAQ,KRW,-
에스엠씨지,460870.KQ,KOSDAQ,KRW,-
엠디바이스,226590.KQ,KOSDAQ,KRW,-
대진첨단소재,393970.KQ,KOSDAQ,KRW,-
에르코스,435570.KQ,KOSDAQ,KRW,-
엘케이켐,489500.KQ,KOSDAQ,KRW,-
위너스,479960.KQ,KOSDAQ,KRW,-
모티브링크,463480.KQ,KOSDAQ,KRW,-
동국생명과학,303810.KQ,KOSDAQ,KRW,-
오름테라퓨틱,475830.KQ,KOSDAQ,KRW,-
동방메디컬,240550.KQ,KOSDAQ,KRW,-
아이에스티이,212710.KQ,KOSDAQ,KRW,-
아이지넷,462980.KQ,KOSDAQ,KRW,-
피아이이,452450.KQ,KOSDAQ,KRW,-
삼양엔씨켐,482630.KQ,KOSDAQ,KRW,-
데이원컴퍼니,373160.KQ,KOSDAQ,KRW,-
아스테라시스,450950.KQ,KOSDAQ,KRW,-
와이즈넛,096250.KQ,KOSDAQ,KRW,-
미트박스,475460.KQ,KOSDAQ,KRW,-
유안타제17호스팩,493790.KQ,KOSDAQ,KRW,-
블랙야크아이앤씨,478560.KQ,KOSDAQ,KRW,-
엠에프씨,432980.KQ,KOSDAQ,KRW,-
파인메딕스,387570.KQ,KOSDAQ,KRW,-
쓰리에이로직스,177900.KQ,KOSDAQ,KRW,-
신한제14호스팩,487360.KQ,KOSDAQ,KRW,-
듀켐바이오,176750.KQ,KOSDAQ,KRW,-
키움제10호스팩,487720.KQ,KOSDAQ,KRW,-
에스지헬스케어,398120.KQ,KOSDAQ,KRW,-
온코닉테라퓨틱스,476060.KQ,KOSDAQ,KRW,-
온코크로스,382150.KQ,KOSDAQ,KRW,-
벡트,457600.KQ,KOSDAQ,KRW,-
셀로맥스사이언스,471820.KQ,KOSDAQ,KRW,-
KB제31호스팩,492220.KQ,KOSDAQ,KRW,-
키움제11호스팩,489480.KQ,KOSDAQ,KRW,-
디비금융제13호스팩,489730.KQ,KOSDAQ,KRW,-
교보17호스팩,489210.KQ,KOSDAQ,KRW,-
대신밸런스제19호스팩,482690.KQ,KOSDAQ,KRW,-
위츠,459100.KQ,KOSDAQ,KRW,-
유디엠텍,389680.KQ,KOSDAQ,KRW,-
RF시스템즈,474610.KQ,KOSDAQ,KRW,-
사이냅소프트,466410.KQ,KOSDAQ,KRW,-
하나34호스팩,484130.KQ,KOSDAQ,KRW,-
에스켐,475660.KQ,KOSDAQ,KRW,-
엠오티,413390.KQ,KOSDAQ,KRW,-
신한제15호스팩,487830.KQ,KOSDAQ,KRW,-
쓰리빌리언,394800.KQ,KOSDAQ,KRW,-
닷밀,464580.KQ,KOSDAQ,KRW,-
노머스,473980.KQ,KOSDAQ,KRW,-
에어레인,163280.KQ,KOSDAQ,KRW,-
토모큐브,475960.KQ,KOSDAQ,KRW,-
HEM파마,376270.KQ,KOSDAQ,KRW,-
에이럭스,475580.KQ,KOSDAQ,KRW,-
탑런토탈솔루션,336680.KQ,KOSDAQ,KRW,-
성우,458650.KQ,KOSDAQ,KRW,-
유진스팩11호,488060.KQ,KOSDAQ,KRW,-
클로봇,466100.KQ,KOSDAQ,KRW,-
에이치엔에스하이텍,044990.KQ,KOSDAQ,KRW,-
웨이비스,289930.KQ,KOSDAQ,KRW,-
씨메스,475400.KQ,KOSDAQ,KRW,-
한켐,457370.KQ,KOSDAQ,KRW,-
루미르,474170.KQ,KOSDAQ,KRW,-
와이제이링크,209640.KQ,KOSDAQ,KRW,-
인스피언,465480.KQ,KOSDAQ,KRW,-
셀비온,308430.KQ,KOSDAQ,KRW,-
제닉스로보틱스,381620.KQ,KOSDAQ,KRW,-
차이커뮤니케이션,351870.KQ,KOSDAQ,KRW,-
KB제30호스팩,486630.KQ,KOSDAQ,KRW,-
아이언디바이스,464500.KQ,KOSDAQ,KRW,-
미래에셋비전스팩7호,482680.KQ,KOSDAQ,KRW,-
아이비젼웍스,469750.KQ,KOSDAQ,KRW,-
아이스크림미디어,461300.KQ,KOSDAQ,KRW,-
이엔셀,456070.KQ,KOSDAQ,KRW,-
M83,476080.KQ,KOSDAQ,KRW,-
티디에스팜,464280.KQ,KOSDAQ,KRW,-
넥스트바이오메디컬,389650.KQ,KOSDAQ,KRW,-
케이쓰리아이,431190.KQ,KOSDAQ,KRW,-
유라클,088340.KQ,KOSDAQ,KRW,-
교보16호스팩,482520.KQ,KOSDAQ,KRW,-
뱅크웨어글로벌,199480.KQ,KOSDAQ,KRW,-
아이빔테크놀로지,460470.KQ,KOSDAQ,KRW,-
피앤에스로보틱스,460940.KQ,KOSDAQ,KRW,-
엔에이치스팩31호,481890.KQ,KOSDAQ,KRW,-
SK증권제13호스팩,473950.KQ,KOSDAQ,KRW,-
엑셀세라퓨틱스,373110.KQ,KOSDAQ,KRW,-
이베스트스팩6호,478110.KQ,KOSDAQ,KRW,-
하스,450330.KQ,KOSDAQ,KRW,-
이노스페이스,462350.KQ,KOSDAQ,KRW,-
에이치브이엠,295310.KQ,KOSDAQ,KRW,-
하이젠알앤엠,160190.KQ,KOSDAQ,KRW,-
한국제15호스팩,479880.KQ,KOSDAQ,KRW,-
에스오에스랩,464080.KQ,KOSDAQ,KRW,-
미래에셋비전스팩6호,478440.KQ,KOSDAQ,KRW,-
에이치엠씨제7호스팩,477340.KQ,KOSDAQ,KRW,-
한중엔시에스,107640.KQ,KOSDAQ,KRW,-
KB제29호스팩,478390.KQ,KOSDAQ,KRW,-
미래에셋비전스팩5호,477470.KQ,KOSDAQ,KRW,-
씨어스테크놀로지,458870.KQ,KOSDAQ,KRW,-
디비금융스팩12호,477760.KQ,KOSDAQ,KRW,-
라메디텍,462510.KQ,KOSDAQ,KRW,-
그리드위즈,453450.KQ,KOSDAQ,KRW,-
다원넥스뷰,323350.KQ,KOSDAQ,KRW,-
미래에셋비전스팩4호,477380.KQ,KOSDAQ,KRW,-
노브랜드,145170.KQ,KOSDAQ,KRW,-
아이씨티케이,456010.KQ,KOSDAQ,KRW,-
SK증권제12호스팩,473000.KQ,KOSDAQ,KRW,-
코칩,126730.KQ,KOSDAQ,KRW,-
민테크,452200.KQ,KOSDAQ,KRW,-
카티스,140430.KQ,KOSDAQ,KRW,-
디앤디파마텍,347850.KQ,KOSDAQ,KRW,-
유안타제16호스팩,474490.KQ,KOSDAQ,KRW,-
제일엠앤에스,412540.KQ,KOSDAQ,KRW,-
삐아,451250.KQ,KOSDAQ,KRW,-
하나33호스팩,475250.KQ,KOSDAQ,KRW,-
신한제13호스팩,474930.KQ,KOSDAQ,KRW,-
신한제12호스팩,474660.KQ,KOSDAQ,KRW,-
아이엠비디엑스,461030.KQ,KOSDAQ,KRW,-
하나32호스팩,475240.KQ,KOSDAQ,KRW,-
엔젤로보틱스,455900.KQ,KOSDAQ,KRW,-
제이투케이바이오,420570.KQ,KOSDAQ,KRW,-
삼현,437730.KQ,KOSDAQ,KRW,-
오상헬스케어,036220.KQ,KOSDAQ,KRW,-
케이엔알시스템,199430.KQ,KOSDAQ,KRW,-
하나31호스팩,469900.KQ,KOSDAQ,KRW,-
SK증권제11호스팩,472230.KQ,KOSDAQ,KRW,-
유안타제15호스팩,473050.KQ,KOSDAQ,KRW,-
유진스팩10호,468760.KQ,KOSDAQ,KRW,-
E8,418620.KQ,KOSDAQ,KRW,-
코셈,360350.KQ,KOSDAQ,KRW,-
케이웨더,068100.KQ,KOSDAQ,KRW,-
사피엔반도체,452430.KQ,KOSDAQ,KRW,-
에스피소프트,443670.KQ,KOSDAQ,KRW,-
스튜디오삼익,415380.KQ,KOSDAQ,KRW,-
신영스팩10호,472220.KQ,KOSDAQ,KRW,-
폰드그룹,472850.KQ,KOSDAQ,KRW,-
IBKS제24호스팩,469480.KQ,KOSDAQ,KRW,-
레이저옵텍,199550.KQ,KOSDAQ,KRW,-
이닉스,452400.KQ,KOSDAQ,KRW,-
포스뱅크,105760.KQ,KOSDAQ,KRW,-
현대힘스,460930.KQ,KOSDAQ,KRW,-
HB인베스트먼트,440290.KQ,KOSDAQ,KRW,-
드림인사이트,362990.KQ,KOSDAQ,KRW,-
대신밸런스제17호스팩,471050.KQ,KOSDAQ,KRW,-
우진엔텍,457550.KQ,KOSDAQ,KRW,-
한빛레이저,452190.KQ,KOSDAQ,KRW,-
IBKS제23호스팩,467930.KQ,KOSDAQ,KRW,-
하나30호스팩,469880.KQ,KOSDAQ,KRW,-
씨싸이트,109670.KQ,KOSDAQ,KRW,-
블루엠텍,439580.KQ,KOSDAQ,KRW,-
LS머트리얼즈,417200.KQ,KOSDAQ,KRW,-
케이엔에스,432470.KQ,KOSDAQ,KRW,-
교보15호스팩,465320.KQ,KOSDAQ,KRW,-
와이바이오로직스,338840.KQ,KOSDAQ,KRW,-
에이텀,355690.KQ,KOSDAQ,KRW,-
엔에이치스팩30호,466910.KQ,KOSDAQ,KRW,-
에이에스텍,453860.KQ,KOSDAQ,KRW,-
그린리소스,402490.KQ,KOSDAQ,KRW,-
제이엔비,452160.KQ,KOSDAQ,KRW,-
한선엔지니어링,452280.KQ,KOSDAQ,KRW,-
에코아이,448280.KQ,KOSDAQ,KRW,-
스톰테크,352090.KQ,KOSDAQ,KRW,-
캡스톤파트너스,452300.KQ,KOSDAQ,KRW,-
에스와이스틸텍,365330.KQ,KOSDAQ,KRW,-
에이직랜드,445090.KQ,KOSDAQ,KRW,-
한국제13호스팩,464440.KQ,KOSDAQ,KRW,-
메가터치,446540.KQ,KOSDAQ,KRW,-
비아이매트릭스,413640.KQ,KOSDAQ,KRW,-
컨텍,451760.KQ,KOSDAQ,KRW,-
큐로셀,372320.KQ,KOSDAQ,KRW,-
쏘닉스,088280.KQ,KOSDAQ,KRW,-
KB제27호스팩,464680.KQ,KOSDAQ,KRW,-
세니젠,188260.KQ,KOSDAQ,KRW,-
파라택시스이더리움,290560.KQ,KOSDAQ,KRW,-
유진테크놀로지,240600.KQ,KOSDAQ,KRW,-
유투바이오,221800.KQ,KOSDAQ,KRW,-
퀄리타스반도체,432720.KQ,KOSDAQ,KRW,-
워트,396470.KQ,KOSDAQ,KRW,-
에스엘에스바이오,246250.KQ,KOSDAQ,KRW,-
신성에스티,416180.KQ,KOSDAQ,KRW,-
퓨릿,445180.KQ,KOSDAQ,KRW,-
에이치엠씨제6호스팩,462020.KQ,KOSDAQ,KRW,-
아이엠티,451220.KQ,KOSDAQ,KRW,-
레뷰코퍼레이션,443250.KQ,KOSDAQ,KRW,-
신한제11호스팩,452980.KQ,KOSDAQ,KRW,-
한싹,430690.KQ,KOSDAQ,KRW,-
KT밀리의서재,418470.KQ,KOSDAQ,KRW,-
인스웨이브,450520.KQ,KOSDAQ,KRW,-
우듬지팜,403490.KQ,KOSDAQ,KRW,-
코어라인소프트,384470.KQ,KOSDAQ,KRW,-
상상인제4호스팩,452670.KQ,KOSDAQ,KRW,-
율촌,146060.KQ,KOSDAQ,KRW,-
한화플러스제4호스팩,455310.KQ,KOSDAQ,KRW,-
대신밸런스제16호스팩,457630.KQ,KOSDAQ,KRW,-
